id,ten,ten_en,loai_ngay,ngay_am,ngay_duong,ngay_nghi_le,nhom,muc_do,ngay_truoc,ngay_sau,lich_cong_bo,mo_ta,nguon,ghi_chu
ngay-thanh-lap-dang-cong-san-viet-nam,Ngày thành lập Đảng Cộng sản Việt Nam,Founding Anniversary of the Communist Party of Vietnam,solar,,3/2,khong,khac,major,0,0,,"Ngày 3/2/1930, Hội nghị hợp nhất các tổ chức cộng sản do Nguyễn Ái Quốc chủ trì tại Hong Kong đã thành lập Đảng Cộng sản Việt Nam.",bien-tap,
ngay-thanh-lap-doan-tncs-ho-chi-minh,Ngày thành lập Đoàn TNCS Hồ Chí Minh,Ho Chi Minh Communist Youth Union Founding Day,solar,,26/3,khong,khac,minor,0,0,,"Ngày 26/3/1931 được Đại hội Đoàn toàn quốc lần thứ III (1961) chọn làm ngày thành lập Đoàn Thanh niên Cộng sản Hồ Chí Minh, gắn với Hội nghị Ban Chấp hành Trung ương Đảng lần thứ hai.",bien-tap,
ngay-thanh-lap-quan-doi-nhan-dan-viet-nam,Ngày thành lập Quân đội Nhân dân Việt Nam,Vietnam People's Army Founding Day,solar,,22/12,khong,khac,major,0,0,,"Ngày 22/12/1944, Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập tại Cao Bằng, đánh dấu sự ra đời của Quân đội Nhân dân Việt Nam; từ 1989 ngày này cũng là Ngày hội Quốc phòng toàn dân.",bien-tap,
ngay-thay-thuoc-viet-nam,Ngày Thầy thuốc Việt Nam,Vietnamese Physicians' Day,solar,,27/2,khong,khac,minor,0,0,,"Ngày 27/2 gắn với bức thư Chủ tịch Hồ Chí Minh gửi ngành y tế năm 1955, được Hội đồng Bộ trưởng công nhận là Ngày Thầy thuốc Việt Nam theo quyết định ngày 6/2/1985.",bien-tap,
ngay-thuong-binh-liet-si,Ngày Thương binh Liệt sĩ,War Invalids and Martyrs' Day,solar,,27/7,khong,khac,major,0,0,,"Ngày 27/7 hằng năm là ngày tri ân thương binh, bệnh binh và liệt sĩ đã hy sinh, cống hiến cho sự nghiệp đấu tranh giải phóng và bảo vệ Tổ quốc, được xác lập từ năm 1947.",bien-tap,
ngay-toan-quoc-khang-chien,Ngày Toàn quốc kháng chiến,National Resistance Day,solar,,19/12,khong,khac,minor,0,0,,"Kỷ niệm ngày 19/12/1946, khi Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến chống thực dân Pháp.",bien-tap,
ngay-van-hoa-viet-nam,Ngày Văn hóa Việt Nam,Vietnam Culture Day,solar,,24/11,co,le-tet,major,0,0,,"Ngày Văn hóa Việt Nam 24/11, người lao động được nghỉ làm việc và hưởng nguyên lương theo Nghị quyết 28/2026/QH16 (hiệu lực từ 01/7/2026).",bien-tap,
quoc-khanh,Quốc khánh,National Day,solar,,2/9,co,khac,major,0,0,,"Ngày Quốc khánh nước Cộng hòa Xã hội Chủ nghĩa Việt Nam 2/9, ngày nghỉ lễ chính thức theo Bộ luật Lao động.",bien-tap,
quoc-te-lao-dong,Ngày Quốc tế Lao động,International Labor Day,solar,,1/5,co,khac,major,0,0,,"Ngày Quốc tế Lao động 1/5, ngày nghỉ lễ chính thức theo Bộ luật Lao động.",bien-tap,
ram-thang-gieng,Rằm tháng Giêng (Tết Nguyên Tiêu),First Full Moon Festival (Tết Nguyên Tiêu),lunar,15/1,,khong,le-tet,major,0,0,,"Ngày rằm đầu tiên của năm âm lịch, dịp đi lễ chùa cầu an đầu năm.",bien-tap,
tet-chol-chnam-thmay,Tết Chôl Chnăm Thmây,Chôl Chnăm Thmây (Khmer New Year),solar,,14/4,khong,le-tet,minor,0,0,,"Tết cổ truyền lớn nhất trong năm của người Khmer Nam Bộ, bắt nguồn từ Phật giáo Nam tông, diễn ra vào giữa tháng 4 dương lịch (không theo âm lịch Việt, ngày cụ thể có thể lệch 1 ngày mỗi năm) và kéo dài 3 ngày với các nghi lễ tại chùa và mừng năm mới.",bien-tap,
tet-com-moi-cua-nguoi-muong,Tết cơm mới của người Mường,Muong New Rice Festival,lunar,10/10,,khong,le-tet,minor,0,0,,"Người Mường ở Hương Cần làm Tết cơm mới ngày 10 tháng 10 âm lịch để kết thúc vụ mùa, tạ ơn trời đất, tổ tiên và người lập làng, có diễn tấu cồng chiêng và hát ví.",bien-tap,
tet-com-moi-cua-nguoi-tay,Tết cơm mới của người Tày,Tay New Rice Festival (10th day of the 10th lunar month),lunar,10/10,,khong,le-tet,minor,0,0,,"Một trong sáu cái Tết của người Tày, làm đúng ngày 10 tháng 10 âm lịch sau vụ gặt để dâng cơm mới, xôi ngũ sắc, bánh dày lên trời đất và tổ tiên.",bien-tap,
tet-doan-ngo,Tết Đoan Ngọ,"Doan Ngo Festival (""Killing Summer Insects"" Day)",lunar,5/5,,khong,le-tet,major,0,0,,"Ngày diệt sâu bọ theo quan niệm dân gian, ăn rượu nếp và trái cây chua vào sáng sớm.",bien-tap,
tet-duong-lich,Tết Dương Lịch,New Year's Day,solar,,1/1,co,khac,major,0,0,,"Ngày đầu năm mới theo dương lịch, 1 trong 6 dịp nghỉ lễ chính thức theo Bộ luật Lao động.",bien-tap,
tet-ha-nguyen,Tết Hạ Nguyên,"Ha Nguyen Festival (Lower Primordial, 15th of 10th lunar month)",lunar,15/10,,khong,le-tet,major,0,0,,"Rằm tháng 10 âm lịch, một trong bốn tết theo mùa, dịp tạ ơn trời đất sau vụ mùa.",bien-tap,
tet-han-thuc,Tết Hàn Thực,Cold Food Festival (Tết Hàn Thực),lunar,3/3,,khong,le-tet,minor,0,0,,"Ngày cúng bánh trôi bánh chay, tưởng nhớ tổ tiên theo phong tục cổ truyền.",bien-tap,
tet-nguyen-dan,Tết Nguyên Đán,Lunar New Year (Tết),lunar,1/1,,co,le-tet,major,0,0,,"Ngày đầu năm mới âm lịch, lễ lớn nhất trong năm của người Việt, dịp sum họp gia đình và cúng gia tiên.",bien-tap,
tet-ong-cong-ong-tao,Tết ông Công ông Táo,Kitchen God Send-off Day,lunar,23/12,,khong,le-tet,major,0,0,,Ngày tiễn ông Công ông Táo về trời báo cáo việc gia đình trong năm.,bien-tap,
tet-trung-cuu,Tết Trùng Cửu (Trùng Dương),Double Ninth Festival (Tết Trùng Cửu),lunar,9/9,,khong,le-tet,minor,0,0,,"Ngày chín tháng Chín âm lịch, hai số dương gặp nhau. Tục cổ lên cao, uống rượu hoa cúc, cầu sống lâu; ngày nay ở Việt Nam ít nơi còn giữ.",bien-tap,
tet-trung-thap,Tết Trùng Thập,Double Tenth Festival (New Rice Festival),lunar,10/10,,khong,le-tet,major,0,0,,"Mồng 10 tháng 10 âm lịch, khi vừa xong vụ mùa, nhà nông nấu cơm gạo mới, làm bánh giầy cúng gia tiên; giới đông y coi là tết của thầy thuốc vì cây thuốc tụ khí tốt nhất.",bien-tap,
tet-trung-thu,Tết Trung Thu,Mid-Autumn Festival,lunar,15/8,,khong,le-tet,major,0,0,,"Tết thiếu nhi, rước đèn phá cỗ, ăn bánh trung thu dưới trăng rằm tháng 8.",bien-tap,
tet-xip-xi-cua-nguoi-thai-trang,Tết Xíp xí của người Thái trắng,Xíp Xí Festival of the White Thái,lunar,14/7,,khong,le-tet,minor,0,0,,"Tết của người Thái trắng ở Quỳnh Nhai và Phù Yên (Sơn La) vào ngày 14 tháng Bảy âm lịch, chỉ một ngày, có khi chỉ một bữa trưa. Mâm cúng tổ tiên có vịt, gà, thịt lợn hun khói, cá nướng, bánh chưng và xôi nhiều màu. Di sản văn hóa phi vật thể quốc gia năm 2024.",bien-tap,
tuan-du-lich-ninh-binh,Tuần Du lịch Ninh Bình,Ninh Bình Tourism Week,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-05-23 đến 2026-05-23, chính lễ 2026-05-23, https://vov.vn/du-lich/ruc-ro-khai-mac-tuan-du-lich-ninh-binh-2026-net-hoa-ngan-nam-giua-long-di-san-post1294461.vov","Tuần lễ du lịch của tỉnh Ninh Bình vào mùa lúa chín trên cánh đồng Tam Cốc, gắn với thương hiệu Sắc vàng Tam Cốc - Tràng An. Có chương trình nghệ thuật khai mạc, lễ rước sản vật, tái hiện đời sống nông nghiệp và lễ hội âm nhạc Tràng An.",bien-tap,
tuan-le-festival-nghe-thuat-quoc-te-hue,Tuần lễ Festival Nghệ thuật quốc tế Huế,Huế International Arts Festival Week,theo-nam,,,khong,khac,major,0,0,"2026: 2026-06-13 đến 2026-06-18, chính lễ 2026-06-13, https://www.vietnamplus.vn/festival-hue-2026-chuoi-hoat-dong-dac-sac-trong-le-hoi-mua-ha-kinh-thanh-toa-sang-post1100913.vnp","Tuần lễ nghệ thuật quốc tế, điểm nhấn của Festival Huế, quy tụ đoàn nghệ thuật trong nước và nước ngoài biểu diễn tại Đại Nội và các sân khấu đường phố. Từ năm 2026, Festival Huế theo mô hình lễ hội bốn mùa với gần 80 hoạt động trải suốt năm.",bien-tap,
tuan-van-hoa-du-lich-moc-chau,"Tuần Văn hóa, Du lịch Mộc Châu",Moc Chau Culture and Tourism Week,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-08-27 đến 2026-09-05, chính lễ 2026-08-31, https://dantocmiennui.baotintuc.vn/soi-noi-tuan-van-hoa-du-lich-moc-chau-tinh-son-la-nam-2026-post366656.html","Lần đầu tổ chức ở cấp tỉnh, phát triển từ Ngày hội văn hóa dân tộc Mông Mộc Châu, chủ đề ""Dệt di sản, hòa giao sắc màu"". Có trại văn hóa của 13 xã phường và màn ném pao 200 nghệ nhân.",bien-tap,
tuan-van-hoa-the-thao-va-du-lich-xa-hoang-su-phi,"Tuần Văn hóa, Thể thao và Du lịch xã Hoàng Su Phì","Hoang Su Phi Culture, Sports and Tourism Week (Golden Terraces Season)",theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-09-18 đến 2026-09-26, chính lễ 2026-09-18, https://www.vietnam.vn/en/xa-hoang-su-phi-tinh-tuyen-quang-khai-mac-tuan-van-hoa-the-thao-du-lich-nam-2026","Tuần văn hóa mùa lúa chín trên danh thắng ruộng bậc thang Hoàng Su Phì, chủ đề ""Hoàng Su Phì: Hội tụ sắc màu văn hóa, khơi nguồn phát triển"". Có tái hiện nghi lễ của một số dân tộc, chợ phiên, bắt cá ruộng, giã bánh, chạy marathon trên ruộng bậc thang.",bien-tap,
via-ba-thien-hau-cho-lon,Vía Bà Thiên Hậu Chợ Lớn,"Thiên Hậu Birthday Festival, Chợ Lớn",lunar,23/3,,khong,tin-nguong,minor,0,0,,"Ngày 23 tháng Ba âm lịch là vía Bà Thiên Hậu, ngày hội chính của chùa Bà Thiên Hậu (hội quán Tuệ Thành) do người Hoa gốc Quảng Châu dựng ở Chợ Lớn. Sáng 23 có lễ rước kiệu Bà qua các phố quanh chùa cùng múa lân và nhạc lễ.",bien-tap,
via-quan-thanh-de-quan,Vía Quan Thánh Đế Quân,Quan Thánh Đế Quân Birthday,lunar,24/6,,khong,tin-nguong,minor,0,0,,"Ngày 24 tháng Sáu âm lịch được xem là ngày sinh và hiển thánh của Quan Công, một trong hai lễ lớn nhất ở chùa Ông (hội quán Nghĩa An) Chợ Lớn. Cộng đồng người Hoa và người Việt đến dâng hương cầu bình an, tài lộc.",bien-tap,
via-quan-the-am-dan-sinh,Vía Quán Thế Âm Bồ Tát đản sinh,Guanyin's Birthday,lunar,19/2,,khong,tin-nguong,minor,0,0,,"Ngày 19 tháng Hai âm lịch, một trong ba ngày vía Quán Thế Âm trong năm. Chùa làm lễ, Phật tử đi lễ và ăn chay.",bien-tap,
via-quan-the-am-thanh-dao,Vía Quán Thế Âm Bồ Tát thành đạo,Guanyin's Enlightenment Day,lunar,19/6,,khong,tin-nguong,minor,0,0,,"Ngày 19 tháng Sáu âm lịch, một trong ba ngày vía Quán Thế Âm trong năm.",bien-tap,
via-quan-the-am-xuat-gia,Vía Quán Thế Âm Bồ Tát xuất gia,Guanyin's Renunciation Day,lunar,19/9,,khong,tin-nguong,minor,0,0,,"Ngày 19 tháng Chín âm lịch, một trong ba ngày vía Quán Thế Âm trong năm.",bien-tap,
